"COUNTRY_CODE","HEMISPHERE","ISO_WEEK","ISO_YEAR","flu_year","AH1N12009","AH1","AH3","AH5","AH7N9","BVIC_2DEL","BVIC_3DEL","BVIC_NODEL","BVIC_DELUNK","BYAM","vaccine_H1N1","vaccine_H3N2","vaccine_B_trivalent"
"IRL","NH",17,2019,"2019-2020",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ARM","NH",8,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"USA","NH",38,2011,"2011-2012",0,0,4,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"CUB","NH",12,2013,"2013-2014",6,0,0,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"AUT","NH",13,2019,"2019-2020",1,0,2,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"MYS","NH",43,2016,"2016-2017",0,NA,0,0,0,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MUS","SH",16,2019,"2019-2020",0,NA,0,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"SWE","NH",43,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"DZA","NH",4,2016,"2016-2017",12,0,3,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"EST","NH",10,2012,"2012-2013",0,0,33,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"TUR","NH",1,2020,"2020-2021",60,0,1,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CHN","NH",7,2023,"2023-2024",2078,NA,461,NA,NA,NA,NA,7,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"SYC","SH",30,2023,"2023-2024",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BEL","NH",41,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"ISR","NH",48,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"JPN","NH",41,2010,"2010-2011",9,0,30,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"X11","NH",2,2011,"2011-2012",85,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"X09","NH",2,1999,"1999-2000",NA,0,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG","SH",12,2021,"2021-2022",0,NA,0,NA,NA,0,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"ALB","NH",5,2003,"2003-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"CAN","NH",5,2024,"2024-2025",359,NA,143,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"HRV","NH",31,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"LVA","NH",24,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ZMB","SH",1,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"X11","NH",24,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"DEU","NH",11,1999,"1999-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX","NH",7,2024,"2024-2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"MDV","NH",41,2016,"2016-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"TZA","SH",5,2017,"2017",0,NA,0,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"USA","NH",45,2013,"2013-2014",150,0,28,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"PRT","NH",9,2014,"2014-2015",7,0,10,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"X12","NH",5,2022,"2022-2023",0,0,5,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"GHA","NH",32,2014,"2014",0,0,0,0,NA,NA,NA,1,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"LTU","NH",43,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"CHL","SH",46,2013,"2013-2014",0,0,3,NA,NA,NA,NA,10,NA,11,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"MEX","NH",18,2014,"2014-2015",1,0,5,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"TKM","NH",3,2024,"2024-2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"TUR","NH",26,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BGD","NH",12,2015,"2015",2,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"NOR","NH",37,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"PRT","NH",16,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"TGO","NH",44,2015,"2015-2016",3,0,2,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"JPN","NH",9,1997,"1997-1998",NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR","NH",27,2016,"2016-2017",0,0,0,0,0,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"NOR","NH",51,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"TCD","NH",27,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"AIA","NH",19,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"PAN","NH",4,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"USA","NH",42,2007,"2007-2008",NA,16,2,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"THA","NH",30,2010,"2010-2011",14,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"POL","NH",3,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"AIA","NH",17,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"FIN","NH",39,2003,"2003-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"KOR","NH",3,2012,"2012-2013",0,0,290,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"MOZ","SH",30,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"MDA","NH",35,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"SVK","NH",9,2012,"2012-2013",0,0,3,NA,NA,NA,NA,3,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"YEM","NH",1,2020,"2020-2021",20,NA,4,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CZE","NH",15,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"SLV","NH",45,2020,"2020-2021",0,0,0,NA,NA,0,0,0,0,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"EGY","NH",49,2009,"2009-2010",330,0,0,0,NA,NA,NA,0,NA,1,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"HND","NH",42,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"MLI","NH",45,2018,"2018-2019",1,NA,1,0,NA,NA,NA,3,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"SVN","NH",44,2002,"2002-2003",0,0,0,0,NA,NA,NA,0,NA,0,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"NLD","NH",29,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"ABW","NH",3,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"BRA","SH",39,2023,"2023-2024",5,0,1,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"CAN","NH",38,2016,"2016-2017",2,NA,28,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"DMA","NH",42,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"XKX","NH",7,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"TCA","NH",15,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"COD","SH",52,2019,"2019-2020",5,NA,0,0,NA,NA,NA,2,NA,0,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"MOZ","SH",51,2017,"2017-2018",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"KEN","NH",16,2014,"2014",9,0,3,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"TGO","NH",10,2017,"2017-2018",0,0,0,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"USA","NH",33,2019,"2019-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"CMR","NH",51,2012,"2012-2013",0,0,3,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"IRQ","NH",2,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"SVK","NH",43,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"MLI","NH",38,2013,"2013-2014",11,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"AZE","NH",51,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"SVN","NH",37,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"NAM","SH",36,2022,"2022-2023",2,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"USA","NH",51,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"VCT","NH",19,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"COL","NH",7,2019,"2019-2020",3,NA,6,NA,NA,NA,NA,NA,NA,3,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"BIH","NH",39,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"KEN","NH",44,2016,"2016",1,0,0,0,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CHL","SH",5,2016,"2016-2017",1,NA,NA,NA,NA,NA,NA,1,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ZMB","SH",15,2022,"2022-2023",4,NA,6,0,0,NA,NA,1,NA,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"AUS","SH",10,2014,"2014-2015",6,0,12,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"BMU","NH",3,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"DNK","NH",2,2007,"2007-2008",NA,0,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"ESP","NH",42,2021,"2021-2022",0,0,4,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"PAN","NH",8,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"JOR","NH",26,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"RUS","NH",4,2024,"2024-2025",58,NA,1064,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"MLI","NH",18,2021,"2021-2022",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"SLV","NH",45,2023,"2023-2024",4,0,0,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"TKM","NH",8,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"BIH","NH",40,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"CUB","NH",12,2010,"2010-2011",35,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"FRA","NH",49,2015,"2015-2016",2,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"GHA","NH",2,2016,"2016",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"JPN","NH",32,2005,"2005-2006",NA,0,11,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"TUR","NH",16,2017,"2017-2018",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"X10","NH",50,2020,"2020-2021",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CHL","SH",50,2008,"2008-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"HND","NH",21,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"HUN","NH",13,2024,"2024-2025",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"AFG","NH",43,2017,"2017-2018",0,NA,4,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CAN","NH",21,2017,"2017-2018",0,NA,12,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"GRC","NH",52,2016,"2016-2017",0,0,42,NA,NA,NA,NA,2,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"LAO","NH",42,2017,"2017-2018",0,NA,17,0,0,NA,NA,0,NA,19,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MAF","NH",34,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"UKR","NH",21,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"ARG","SH",26,1998,"1998-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHL","SH",21,2006,"2006-2007",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Malaysia/2506/2004"
"MDA","NH",25,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MUS","SH",36,2017,"2017-2018",0,NA,1,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"GLP","NH",23,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"JOR","NH",26,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"NLD","NH",21,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,2,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"FIN","NH",11,2012,"2012-2013",0,0,3,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"IND","NH",22,2003,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"KHM","NH",4,2022,"2022-2023",0,0,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"LUX","NH",17,2016,"2016-2017",2,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"UZB","NH",9,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"NLD","NH",42,2023,"2023-2024",2,NA,8,NA,NA,NA,NA,1,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"FIN","NH",21,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"CYM","NH",5,2023,"2023-2024",0,0,0,NA,NA,0,0,4,4,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"CUB","NH",28,2019,"2019-2020",7,0,4,NA,NA,0,NA,0,0,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"IRN","NH",25,2007,"2007-2008",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"MDA","NH",7,2024,"2024-2025",13,NA,3,0,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"OMN","NH",27,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"NZL","SH",22,2016,"2016-2017",2,NA,1,NA,NA,NA,NA,0,NA,1,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ZAF","SH",16,2020,"2020-2021",0,0,0,0,0,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/South Australia/34/2019","B/Washington/02/2019"
"RUS","NH",17,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"TUR","NH",20,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"X11","NH",5,2022,"2022-2023",2,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"CAN","NH",42,2009,"2009-2010",1335,0,1,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"PHL","NH",34,2016,"2016-2017",1,0,4,0,0,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"SGP","NH",28,2023,"2023",14,NA,43,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BRA","SH",45,2010,"2010-2011",1,0,12,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"IDN","SH",16,2020,"2020",0,NA,2,0,0,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/South Australia/34/2019","B/Washington/02/2019"
"LTU","NH",44,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"CHE","NH",3,2016,"2016-2017",5,0,1,NA,NA,NA,NA,7,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MDA","NH",18,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"HND","NH",45,2018,"2018-2019",3,0,1,NA,NA,NA,NA,3,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CHL","SH",23,1997,"1997-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVA","NH",42,2002,"2002-2003",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"EGY","NH",8,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"DNK","NH",3,2006,"2006-2007",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"ITA","NH",11,2018,"2018-2019",8,0,0,NA,NA,NA,NA,0,NA,5,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"ISR","NH",50,2003,"2003-2004",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"RUS","NH",38,2021,"2021-2022",0,0,16,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"OMN","NH",42,2010,"2010-2011",15,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"URY","SH",1,2011,"2011-2012",0,0,1,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"X12","NH",39,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"GEO","NH",5,2024,"2024-2025",15,NA,1,NA,NA,NA,NA,1,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"HKG","NH",40,2023,"2023-2024",87,NA,564,NA,NA,NA,NA,3,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"GLP","NH",5,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"FJI","SH",3,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
